#1
  double NormalDist(2101,2)   # Normal distributed random noise Mean=0 Sd=1
  0	-0.962472221
  0.033333333	0.210732779
  0.066666667	-1.179435223
  0.1	1.436891765
  0.133333333	0.694575136
  0.166666667	0.398098212
  0.2	-1.462441518
  0.233333333	0.139871722
  0.266666667	0.332141703
  0.3	0.319236367
  0.333333333	2.650533464
  0.366666667	1.577883257
  0.4	-1.696593313
  0.433333333	0.351533132
  0.466666667	0.695775677
  0.5	2.565813152
  0.533333333	-1.66473382
  0.566666667	-0.695887621
  0.6	-0.443229591
  0.633333333	0.61004786
  0.666666667	0.074659442
  0.7	1.949516978
  0.733333333	0.068815487
  0.766666667	0.536610574
  0.8	-0.310819421
  0.833333333	0.266521112
  0.866666667	-0.037843125
  0.9	2.617774684
  0.933333333	1.458839543
  0.966666667	-0.117508187
  1	-0.529367842
  1.033333333	0.193761608
  1.066666667	-0.465156267
  1.1	0.035272184
  1.133333333	0.333649473
  1.166666667	-0.360794012
  1.2	-1.468861713
  1.233333333	-0.877530222
  1.266666667	-1.578981012
  1.3	-2.110482831
  1.333333333	0.38649054
  1.366666667	-0.072909878
  1.4	-0.216639566
  1.433333333	1.118204493
  1.466666667	-0.013468049
  1.5	-1.323055636
  1.533333333	0.433239513
  1.566666667	0.521822675
  1.6	-0.721821475
  1.633333333	0.952829457
  1.666666667	0.337233795
  1.7	1.042522229
  1.733333333	-0.78245649
  1.766666667	-2.565987253
  1.8	0.256588306
  1.833333333	-0.14854977
  1.866666667	1.224338958
  1.9	0.707378935
  1.933333333	0.477500744
  1.966666667	0.211128841
  2	1.055162922
  2.033333333	0.872987412
  2.066666667	0.756959206
  2.1	-0.684313948
  2.133333333	-0.997101128
  2.166666667	-0.851088936
  2.2	-0.481853468
  2.233333333	-0.592590293
  2.266666667	0.146221918
  2.3	-0.149181943
  2.333333333	-0.390776985
  2.366666667	-1.49562236
  2.4	0.609889066
  2.433333333	1.037467093
  2.466666667	-1.516091053
  2.5	0.901763379
  2.533333333	-0.737348443
  2.566666667	-0.430520794
  2.6	-0.680364793
  2.633333333	1.740582128
  2.666666667	-1.040518959
  2.7	1.067772437
  2.733333333	-0.630197649
  2.766666667	0.054362214
  2.8	-0.28878722
  2.833333333	0.509771736
  2.866666667	0.175752827
  2.9	-0.639162412
  2.933333333	0.6522473
  2.966666667	0.955431309
  3	-0.067445378
  3.033333333	0.268960128
  3.066666667	0.021429059
  3.1	1.225242179
  3.133333333	-0.144724304
  3.166666667	-0.181137872
  3.2	0.471988607
  3.233333333	0.63212957
  3.266666667	-0.754019447
  3.3	0.007184909
  3.333333333	-0.693094789
  3.366666667	0.316399104
  3.4	-0.095473634
  3.433333333	0.52431193
  3.466666667	-0.470301331
  3.5	-1.862147436
  3.533333333	-1.492139658
  3.566666667	-0.18081002
  3.6	0.737328819
  3.633333333	-0.631548635
  3.666666667	1.015072055
  3.7	0.395845105
  3.733333333	0.380177272
  3.766666667	-2.759869214
  3.8	1.405527101
  3.833333333	0.600795243
  3.866666667	1.198215818
  3.9	0.0197664
  3.933333333	-1.331293805
  3.966666667	-1.766960388
  4	1.110056092
  4.033333333	-0.081608653
  4.066666667	-1.992012488
  4.1	1.228871957
  4.133333333	-1.906008414
  4.166666667	-0.75799528
  4.2	0.065121214
  4.233333333	0.026145672
  4.266666667	0.315872632
  4.3	-0.669986792
  4.333333333	-1.263672058
  4.366666667	1.826051833
  4.4	-2.2139969
  4.433333333	1.120464844
  4.466666667	2.012153971
  4.5	0.931711945
  4.533333333	-1.855485327
  4.566666667	-0.205339014
  4.6	0.725162001
  4.633333333	0.764406432
  4.666666667	-0.615968803
  4.7	0.384909575
